,Unnamed: 0,id,schema,name,aliases,birth_date,countries,addresses,identifiers,sanctions,phones,emails,dataset,last_seen,first_seen,date_stamp,last_change,new_entry,deletion,unchanged,month,listing_count,listing_date,delisting_date,new_listing_count,year_id,month_id
10,10,NK-2rTk2ahsf8YRmX9pna2Wwp,Company,RT - GLOBALNYE RESURSY OOO,R-T GR OOO;RT - GLOBAL RESOURCES LIMITED LIABILITY COMPANY;RT GLOBAL RESOURCES,,ru,"str. 2 2 Paveletskaya pl., Moscow, Russia, 115054",1137746198930;7708784387,13662 Sectoral Directive 3 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 3 - Program - Sectoral Sanctions Identifications List - Executive Order 13662 (Ukraine) - 2015-12-22,,info@rtgr.ru,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
11,11,NK-35qFR8ioucmM5RhzhMCMjQ,Organization,"AVIC Jonhon Optronic Technology Co., Ltd.",Jonhon,,cn,"No. 10, Zhoushan Rd., Luoyang Area, Pilot Free Trade Zone, Henan",,Non-SDN CMIC List - Program - CMIC Executive Order - Executive Order 14032 (CMIC) - 2021-06-03;Program - CMIC Executive Order - Consolidated List - Executive Order 14032 (CMIC) - 2021-06-03,,,US OFAC Consolidated (non-SDN) List,2021-09-30 11:39:21,2021-09-30 11:39:21,20210930,,True,False,False,2021-09,867,20210930,,1,2021,1
12,12,NK-3FKrx5SF98Ei88e5EypLZR,Organization,OAO NOVATEK,Finansovo-Investitsionnaya Kompaniya Novafininvest OAO;Novatek,,ru,"2, Udaltsova Street, Moscow, 119415;22 A, Pobedy Street, Tarko-Sale, Yamalo-Nenets Autonomous District, 629580;22a Pobedy ul., Tarko-Sale, Purovski raion, Tyumenskaya Oblast, 629850",1026303117642 (Russia),Program - 13662 Sectoral Directive 2 - Consolidated List - Executive Order 13662 (Ukraine) - 2014-10-10;Program - 13662 Sectoral Directive 2 - Sectoral Sanctions Identifications List - Executive Order 13662 (Ukraine) - 2014-07-16,,novatek@novatek.ru,US OFAC Consolidated (non-SDN) List,2021-09-26 14:52:11,2021-09-28 03:03:19,20210928,,True,False,False,2021-09,867,20210928,,1,2021,1
13,13,NK-3KpWVvJLuk5x5uAL5VKUe9,Person,Naser ABDUL JAWAD,Nasir Abdullah Odeh ABDEL JAWAD,1965,,,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,2021-09-30 11:39:21,2021-09-30 11:39:21,20210930,,True,False,False,2021-09,867,20210930,,1,2021,1
14,14,NK-3MDjERC9RyRHv3wEq9xWe4,Company,AKTSIONERNOE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNOE OBEDINENIE OPTIKA,"FEDERAL STATE UNITARY ENTERPRISE @SCIENTIFIC AND PRODUCTION ASSOCIATION OPTIKA;FEDERALNOE GOSUDARSTVENNOE UNITARNOE PREDPRIYATIE NAUCHNO PROIZVODSTVENNOE OBEDINENIE OPTIKA;NPO OPTIKA, AO;OPEN JOINT STOCK COMPANY NAUCHNO-PROIZVODSTVENNOYE OBYEDINENIYE OPTIKA",,ru,"Shosse Altufyevskoye, D. 33, Moscow, Russia, 127410;Vladenie 33 Shosse Altufevskoe, Moscow, Russia, 127410",1127746188536;7715909132,13662 Sectoral Directive 3 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 3 - Program - Sectoral Sanctions Identifications List - Executive Order 13662 (Ukraine) - 2015-12-22,,TEOPT@mail.cnt.ru,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
15,15,NK-3PCZXM69gdrPSkq9dtZyep,Organization,Central Bank of the Russian Federation,"Bank Rossi, Federal State Budgetary Institution;Bank of Russia;Bank of Russia, Central Bank;Central Bank of Russia;Tsentralny Bank Rossiskoi Federatsii;Центральный Банк Российской Федерации",,ru,"Moscow;Neglinnaya St 12, Moscow, 107016",00032253;1037700013020;7702235133;CBRFRUMM,Non-SDN Menu-Based Sanctions List - Executive Order 14024 Directive 1a - Program - Executive Order 14024 - 2022-02-22;Program - Consolidated List - Executive Order 14024 Directive 1a - Executive Order 14024 - 2022-02-22,,,US OFAC Consolidated (non-SDN) List,2022-02-23 02:10:36,2022-02-26 18:23:44,20220226,,True,False,False,2022-02,473,20220226,,1,2022,3
16,16,NK-3Vx3SwYCEsMXmN8gixy62y,Organization,"JIANGXI HONGDU AVIATION INDUSTRY CO., LTD.","HDAA;Jiangxi Hongdu Aviation Industry Co., Ltd.",,cn,"P.O. Box 5001-500, 330024 Nanchang;Xinxi Bridge Road Qingyunpu District, 330024 Nanchang",,Non-SDN CMIC List - Program - CMIC Executive Order - Executive Order 14032 (CMIC) - 2021-06-03;Program - CMIC Executive Order - Consolidated List - Executive Order 14032 (CMIC) - 2021-06-03,,,US OFAC Consolidated (non-SDN) List,2021-09-30 11:39:21,2021-09-30 11:39:21,20210930,,True,False,False,2021-09,867,20210930,,1,2021,1
17,17,NK-3XdZtsqxCuGjy9JTQ2KNth,Company,"GAZPROM DOBYCHA KRASNODAR, OOO",GAZPROM DOBYCHA KRASNODAR;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA KRASNODAR',,ru,"d.53 ul.Shosse Neftyanikov, Krasnodar, Krasnodarski krai, Russia, 350051",1022301190471;2308065678,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01,,adm@kuban.gazprom.ru,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
18,18,NK-3zHmooE3rxki5TFVXpdChy,Company,ROSSISKAYA ELEKTRONIKA OAO,JSC RUSELECTRONICS;ROSELEKTRONIKA OAO;RUSELECTRONICS;RUSELECTRONICS JSC;RUSELEKTRONICS;RUSSIAN ELECTRONICS;RUSSIAN ELECTRONICS OPEN JOINT STOCK COMPANY,,ru,"12 Kosmonavta Volkova ul., Moscow, Russia, 127299",1027739000475;7710277994,13662 Sectoral Directive 3 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 3 - Program - Sectoral Sanctions Identifications List - Executive Order 13662 (Ukraine) - 2015-12-22,,info@ruselectronics.ru,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
19,19,NK-42UUnobTR7xYLAhGVNethY,Company,GPB-DI HOLDINGS LIMITED,SIRITIA VENTURES LTD,,cy,"1 Lampousas, 1095 Nicosia",HE 145737,13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;Program - Consolidated List - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2016-09-01,,,US OFAC Consolidated (non-SDN) List,2021-09-26 14:52:11,2021-09-28 03:03:19,20210928,,True,False,False,2021-09,867,20210928,,1,2021,1
20,20,NK-4CptzvW5WxLYJA9S2MELJr,Company,STRAKHOVOVE OBSHCHESTVO SURGUTNEFTEGAZ OOO,"INSURANCE COMPANY SURGUTNEFTEGAS, LLC;LIMITED LIABILITY COMPANY INSURANCE COMPANY SURGUTNEFTEGAS;LLC INSURANCE COMPANY SURGUTNEFTEGAS",,ru,"9/1 Lermontova Ulitsa, Surgut, Russia, 628418;Russia",1028600581811;8602103061,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2018-01-26;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2018-01-26,,,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
21,21,NK-4EQWSrcDpRCjAmXUZM5CB6,Organization,CHINA SHIPBUILDING INDUSTRY COMPANY LIMITED,CSICL;China Shipbuilding Industry Co Ltd,,cn,"72 Kunminghu South Road, Haidian District, 100097 Beijing, China",,Consolidated List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2021-06-03;Non-SDN CMIC List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2021-06-03,,,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
22,22,NK-4Er4A8KNFJBcvxqnAdNkf3,Company,CROSSPLANET LTD,,,cy,"196/Themistokli Dervi, 3 Julia House, 1066 Nicosia",,Program - 13662 Sectoral Directive 1 - Consolidated List - Executive Order 13662 (Ukraine) - 2016-09-01;Sectoral Sanctions Identifications List - Program - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2016-09-01,,,US OFAC Consolidated (non-SDN) List,2021-09-30 11:39:21,2021-09-30 11:39:21,20210930,,True,False,False,2021-09,867,20210930,,1,2021,1
23,23,NK-4HCciS2VyrU9JVSFP5GD8y,Company,BOM FINANCE LTD,,,vg,"2nd Floor Vanterpool Plaza, Wickhams Cay 1, Road Town",,Program - 13662 Sectoral Directive 1 - Consolidated List - Executive Order 13662 (Ukraine) - 2016-09-01;Sectoral Sanctions Identifications List - Program - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2016-09-01,,,US OFAC Consolidated (non-SDN) List,2021-09-30 11:39:21,2021-09-30 11:39:21,20210930,,True,False,False,2021-09,867,20210930,,1,2021,1
24,24,NK-4Kf8zrxsXS7bcNxVEZN9nM,Person,Anwar Mohammed ZBOUN,Anwar Muhammad AL-ZBOUN,1968,ps,Bethlehem,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,2021-09-30 11:39:21,2021-09-30 11:39:21,20210930,,True,False,False,2021-09,867,20210930,,1,2021,1
25,25,NK-4Ko4qiLaszLuPpbaoEKr6U,Organization,"GUIZHOU SPACE APPLIANCE CO., LTD","Guizhou Space Appliance Co., Ltd;SACO",,cn,"7, Honghe Road, Xiaohe District, 550009 Guiyang",,Non-SDN CMIC List - Program - CMIC Executive Order - Executive Order 14032 (CMIC) - 2021-06-03;Program - CMIC Executive Order - Consolidated List - Executive Order 14032 (CMIC) - 2021-06-03,,,US OFAC Consolidated (non-SDN) List,2021-09-30 11:39:21,2021-09-30 11:39:21,20210930,,True,False,False,2021-09,867,20210930,,1,2021,1
26,26,NK-4QMw6UeLmA99N5reyUH8ck,Person,Salem SALAMEH,Salem Ahmad Abdel Hadi SALAMEH,1951,,,,Reject - Program - Consolidated List - General License 4 Under EO 13224 (Terrorism) - 2014-10-10;Reject - Program - Non-SDN Palestinian Legislative Council List - General License 4 Under EO 13224 (Terrorism) - 2006-04-12,,,US OFAC Consolidated (non-SDN) List,2021-09-30 11:39:21,2021-09-30 11:39:21,20210930,,True,False,False,2021-09,867,20210930,,1,2021,1
27,27,NK-4bQTxUe28DeFszZ3Vb3FiV,Company,KONTSERN AVIAPRIBOROSTROENIE OAO,AIRCRAFT ENGINEERING CONCERN OPEN JOINT STOCK COMPANY;OPEN JOINT-STOCK COMPANY KONTSERN AVIAPRIBOROSTROYENIYE,,ru,"Per. Aviatsionniy, D. 5, Moscow, 125319",7704729515,Program - Consolidated List - 13662 Sectoral Directive 3 - Executive Order 13662 (Ukraine) - 2015-12-22;Program - Sectoral Sanctions Identifications List - 13662 Sectoral Directive 3 - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,2021-09-26 14:52:11,2021-09-28 03:03:19,20210928,,True,False,False,2021-09,867,20210928,,1,2021,1
28,28,NK-4dWAmMSseqKTGL9QPUa92r,Company,"UMANSKI ELEVATOR, OAO",OPEN JOINT STOCK COMPANY 'Umanskiy Elevator';OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'UMANSKI ELEVATOR';Otkrytoe Aktsionernoe Obshchestvo Otkrytogo TIPA Umanski Elevator,,ru,"1 Elevatorniy Pereulok, Leningradskaya Village, Leningradskiy District, Krasnodar Region, Russia;1 per. Elevatorny Stanitsa Leningradskaya, Leningradski Raion, Krasnodarski Kr., Russia, 353740",1022304292416;2341000195,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2016-12-20;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-12-20,,umansk-el-yr@mail.ru,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
29,29,NK-4fLBoz4NM79McAMGXuGx3i,Company,SBERBANK EUROPE AG,,,at,"Schwarzenbergplatz 3, 1010 Wien",FN 161285 i;SABRATWW,13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;Program - Consolidated List - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,2021-09-26 14:52:11,2021-09-28 03:03:19,20210928,,True,False,False,2021-09,867,20210928,,1,2021,1
30,30,NK-4iLmwpLM4HxY4xpHnH68GP,Company,KALININGRADNEFTEPRODUKT OOO,KALININGRADNEFTEPRODUKT LLC;LIMITED LIABILITY COMPANY KALININGRADNEFTEPRODUCT;LLC KALININGRADNEFTEPRODUCT,,ru,"22-b Komsomolskaya Ulitsa, Central District, Kaliningrad, Russia;Russia",1023900589240;3900000136,13662 Sectoral Directive 4 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2018-01-26;13662 Sectoral Directive 4 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2018-01-26,,knp@baltnet.ru,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
31,31,NK-4jbfL3dwuaCjpeB5hLos2p,Company,"China United Network Communications Group Co., Ltd.",CHINA UNICOM;CHINA UNITED TELECOMMUNICATIONS CORPORATION;China United Network Communications Group Company Limited,,cn,"No. 21, Financial Street, Xicheng District, 100033 Beijing, China",,Consolidated List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2020-11-12;Non-SDN CMIC List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2021-06-03,,,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
32,32,NK-4mPdKR9Gr9LaLFiwTEakhN,Organization,Shaanxi Zhongtian Rocket Technology Company Limited,"Shaanxi Zhongtian Rocket Technology Co., Ltd",,cn,Xi'an,,Program - CMIC Executive Order - Non-SDN CMIC List - Executive Order 14032 (CMIC) - 2021-06-03;Program - Consolidated List - CMIC Executive Order - Executive Order 14032 (CMIC) - 2021-06-03,,,US OFAC Consolidated (non-SDN) List,2021-09-26 14:52:11,2021-09-28 03:03:19,20210928,,True,False,False,2021-09,867,20210928,,1,2021,1
33,33,NK-4uabScaY8xbv6puGwHvRdp,Company,SBERBANK INSURANCE BROKER LIMITED LIABILITY COMPANY,"LLC INSURANCE BROKER OF SBERBANK;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVOI BROKER SBERBANKA;OOO STRAKHOVOI BROKER SBERBANKA;STRAKHOVOI BROKER SBERBANKA, OOO",,ru,"42 Bolshaya Yakimanka St., b. 1-2, office 206, Moscow, Russia, 119049",1147746683468,13662 Sectoral Directive 1 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
34,34,NK-4wSWzCEx2qE2qNpJHtWrgw,Organization,Avic Xi'An Aircraft Industry Group Company Ltd.,"AVIC Aircraft Co., Ltd.;AVIC XiAn Aircraft Industry Group Co Ltd;Xi'an Aircraft Industrial Corp.;Xi'an Aircraft Industry Group Co Ltd",,cn,"No. 1, Xifei Avenue, Yanliang District, Shaanxi, China",,Consolidated List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2021-06-03;Non-SDN CMIC List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2021-06-03,,,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
35,35,NK-4yctkNPguYsQ5SsKEzf8Hp,Company,"TRANSNEFT-PODVODSERVIS, AO",AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT-PODVODSERVIS';JSC 'VOLZHSKY PODVODNIK';OPEN JOINT-STOCK COMPANY 'VOLZHSKY PODVODNIK',,ru,"19A ul. Larina, Nizhni Novgorod, Nizhegorodskaya Obl., Russia, 603152",1025201982520;5250000820,13662 Sectoral Directive 2 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2017-06-20;13662 Sectoral Directive 2 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2017-06-20,,alexandrovan@vp.transneft.ru,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
36,36,NK-55NPAK3amP3YCa3Nvdp9Az,Company,AKTSIONERNOE OBSHCHESTVO RT-OKHRANA,"JOINT STOCK COMPANY RT-GUARD;RT-OKHRANA;RT-OKHRANA ZAO;RT-OKHRANA, AO;ZAO RT-OKHRANA",,ru,"d. 24 ul. Usacheva, Moscow, Russia, 119048",1107746577652;7704759968,13662 Sectoral Directive 3 - Consolidated List - Program - Executive Order 13662 (Ukraine) - 2015-12-22;13662 Sectoral Directive 3 - Program - Sectoral Sanctions Identifications List - Executive Order 13662 (Ukraine) - 2015-12-22,,,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
37,37,NK-57G2aXxbR3dgYgpmwT3q4y,Company,IZ KARTEKS OOO,IZ-KARTEX NAMED AFTER P.G. KOROBKOV LTD,,ru,"Izhorskiy Zavod B/N, Kolpino, Saint-Petersburg, 196650;Izhorskiy Zavod, d. b/n, Kolpino, Saint-Petersburg, 196651",1047855158780;7817301375,13662 Sectoral Directive 1 - Sectoral Sanctions Identifications List - Program - Executive Order 13662 (Ukraine) - 2016-09-01;Program - Consolidated List - 13662 Sectoral Directive 1 - Executive Order 13662 (Ukraine) - 2016-09-01,,,US OFAC Consolidated (non-SDN) List,2021-09-26 14:52:11,2021-09-28 03:03:19,20210928,,True,False,False,2021-09,867,20210928,,1,2021,1
38,38,NK-58N7hWVF9T7WhECoGDXT4A,Company,CNOOC Limited,CNOOC Ltd,,cn;hk,"Bank of China Tower, 65th Floor, 1, Garden Road, Hong Kong, China",0685974;549300XIVJCBIGMRUD48,Consolidated List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2021-01-08;Non-SDN CMIC List - CMIC Executive Order - Program - Executive Order 14032 (CMIC) - 2021-06-03,,,US OFAC Consolidated (non-SDN) List,2021-07-26 11:55:45,2021-09-18 12:23:43,20210918,,True,False,False,2021-09,867,20210918,,1,2021,1
